,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
938,1975,,,,,,,,,,,,
939,3463,,,,,,,,,,,,
940,3813,,,,,,,,,,,,
941,2691,,,,,,,,,,,,
942,401,7.7,0.26,0.3,1.7,0.059000000000000004,20.0,38.0,0.9949,3.29,0.47,10.8,6.0
943,1424,8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0
944,128,8.0,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,7.0
945,1526,6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.9955299999999999,3.3,0.65,9.6,6.0
946,4650,,,,,,,,,,,,
947,38,5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.9940000000000001,3.5,0.48,9.8,4.0
948,3994,,,,,,,,,,,,
949,493,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0
950,2537,,,,,,,,,,,,
951,1351,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.9933200000000001,3.32,0.51,11.8,6.0
952,2261,,,,,,,,,,,,
953,3445,,,,,,,,,,,,
954,1363,8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.9965200000000001,3.29,0.48,9.8,4.0
955,1716,,,,,,,,,,,,
956,3980,,,,,,,,,,,,
957,492,8.9,0.4,0.51,2.6,0.052000000000000005,13.0,27.0,0.995,3.32,0.9,13.4,7.0
958,2839,,,,,,,,,,,,
959,4892,,,,,,,,,,,,
960,681,8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6.0
961,1600,,,,,,,,,,,,
962,2735,,,,,,,,,,,,
963,1342,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.9958899999999999,3.37,0.51,10.4,6.0
964,1774,,,,,,,,,,,,
965,2538,,,,,,,,,,,,
966,4204,,,,,,,,,,,,
967,1867,,,,,,,,,,,,
968,116,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6.0
969,1087,7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.9940000000000001,3.29,0.69,11.2,6.0
970,674,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6.0
971,4432,,,,,,,,,,,,
972,1606,,,,,,,,,,,,
973,86,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6.0
974,2810,,,,,,,,,,,,
975,3852,,,,,,,,,,,,
976,2755,,,,,,,,,,,,
977,483,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5.0
978,2197,,,,,,,,,,,,
979,3792,,,,,,,,,,,,
980,3793,,,,,,,,,,,,
981,3767,,,,,,,,,,,,
982,4331,,,,,,,,,,,,
983,342,10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6.0
984,2628,,,,,,,,,,,,
985,2456,,,,,,,,,,,,
986,1807,,,,,,,,,,,,
987,4754,,,,,,,,,,,,
988,3961,,,,,,,,,,,,
989,2586,,,,,,,,,,,,
990,4264,,,,,,,,,,,,
991,2902,,,,,,,,,,,,
992,4113,,,,,,,,,,,,
993,958,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7.0
994,3948,,,,,,,,,,,,
995,4708,,,,,,,,,,,,
996,4445,,,,,,,,,,,,
997,901,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7.0
998,191,6.4,0.37,0.25,1.9,0.07400000000000001,21.0,49.0,0.9974,3.57,0.62,9.8,6.0
999,169,7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5.0
1000,538,12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7.0
1001,3501,,,,,,,,,,,,
1002,1823,,,,,,,,,,,,
1003,2513,,,,,,,,,,,,
1004,3777,,,,,,,,,,,,
1005,2715,,,,,,,,,,,,
1006,1817,,,,,,,,,,,,
1007,775,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.9958600000000001,3.43,0.46,10.0,5.0
1008,1984,,,,,,,,,,,,
1009,4882,,,,,,,,,,,,
1010,1423,6.4,0.53,0.09,3.9,0.12300000000000001,14.0,31.0,0.9968,3.5,0.67,11.0,4.0
1011,1112,7.9,0.33,0.41,1.5,0.055999999999999994,6.0,35.0,0.9939600000000001,3.29,0.71,11.0,6.0
1012,1287,8.0,0.6,0.08,2.6,0.055999999999999994,3.0,7.0,0.9928600000000001,3.22,0.37,13.0,5.0
1013,1561,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.9962200000000001,3.21,0.52,9.9,5.0
1014,1276,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4.0
1015,2642,,,,,,,,,,,,
1016,2990,,,,,,,,,,,,
1017,4327,,,,,,,,,,,,
1018,905,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5.0
1019,4022,,,,,,,,,,,,
1020,3815,,,,,,,,,,,,
1021,373,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5.0
1022,2237,,,,,,,,,,,,
1023,3524,,,,,,,,,,,,
1024,2759,,,,,,,,,,,,
1025,588,5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8.0
1026,4620,,,,,,,,,,,,
1027,555,15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5.0
1028,4347,,,,,,,,,,,,
1029,4796,,,,,,,,,,,,
1030,3871,,,,,,,,,,,,
1031,4041,,,,,,,,,,,,
1032,2189,,,,,,,,,,,,
1033,4611,,,,,,,,,,,,
1034,3927,,,,,,,,,,,,
1035,3366,,,,,,,,,,,,
1036,508,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6.0
1037,3968,,,,,,,,,,,,
1038,3090,,,,,,,,,,,,
1039,1776,,,,,,,,,,,,
1040,352,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5.0
1041,1333,9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5.0
1042,942,10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7.0
1043,4190,,,,,,,,,,,,
1044,3360,,,,,,,,,,,,
1045,4515,,,,,,,,,,,,
1046,213,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5.0
1047,4896,,,,,,,,,,,,
1048,339,12.5,0.28,0.54,2.3,0.08199999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,7.0
1049,4666,,,,,,,,,,,,
1050,3955,,,,,,,,,,,,
1051,4473,,,,,,,,,,,,
1052,2401,,,,,,,,,,,,
1053,1309,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5.0
1054,2406,,,,,,,,,,,,
1055,657,12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7.0
1056,4513,,,,,,,,,,,,
1057,3130,,,,,,,,,,,,
1058,1277,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6.0
1059,2186,,,,,,,,,,,,
1060,3363,,,,,,,,,,,,
1061,3292,,,,,,,,,,,,
1062,4786,,,,,,,,,,,,
1063,4210,,,,,,,,,,,,
1064,4889,,,,,,,,,,,,
1065,3287,,,,,,,,,,,,
1066,4,7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5.0
1067,4794,,,,,,,,,,,,
1068,1805,,,,,,,,,,,,
1069,3809,,,,,,,,,,,,
1070,4745,,,,,,,,,,,,
1071,4297,,,,,,,,,,,,
1072,3827,,,,,,,,,,,,
1073,533,10.3,0.27,0.24,2.1,0.07200000000000001,15.0,33.0,0.9956,3.22,0.66,12.8,6.0
1074,2950,,,,,,,,,,,,
1075,3055,,,,,,,,,,,,
1076,1222,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.9967799999999999,3.26,0.46,9.6,6.0
1077,1421,7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5.0
1078,13,7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5.0
1079,3460,,,,,,,,,,,,
1080,4471,,,,,,,,,,,,
1081,4527,,,,,,,,,,,,
1082,1953,,,,,,,,,,,,
1083,1857,,,,,,,,,,,,
1084,1610,,,,,,,,,,,,
1085,1995,,,,,,,,,,,,
1086,1248,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6.0
1087,3697,,,,,,,,,,,,
1088,4218,,,,,,,,,,,,
1089,4343,,,,,,,,,,,,
1090,869,7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.9957799999999999,3.44,0.64,10.9,6.0
1091,4488,,,,,,,,,,,,
1092,1250,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.9951399999999999,3.4,0.61,10.9,6.0
1093,3251,,,,,,,,,,,,
1094,4083,,,,,,,,,,,,
1095,1168,6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6.0
1096,2785,,,,,,,,,,,,
1097,4484,,,,,,,,,,,,
1098,1988,,,,,,,,,,,,
1099,3161,,,,,,,,,,,,
1100,3382,,,,,,,,,,,,
1101,1572,7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.9963200000000001,3.33,0.51,9.5,5.0
1102,3544,,,,,,,,,,,,
1103,3896,,,,,,,,,,,,
1104,2720,,,,,,,,,,,,
1105,3643,,,,,,,,,,,,
1106,773,7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,6.0
1107,4069,,,,,,,,,,,,
1108,4065,,,,,,,,,,,,
1109,614,9.2,0.755,0.18,2.2,0.14800000000000002,10.0,103.0,0.9969,2.87,1.36,10.2,6.0
1110,1027,6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.9937799999999999,3.49,0.52,11.6,5.0
1111,1298,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.9919100000000001,3.45,0.56,12.2,6.0
1112,257,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5.0
1113,1052,5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.9925799999999999,3.56,0.55,12.9,5.0
1114,2491,,,,,,,,,,,,
1115,1840,,,,,,,,,,,,
1116,2174,,,,,,,,,,,,
1117,4789,,,,,,,,,,,,
1118,1690,,,,,,,,,,,,
1119,3066,,,,,,,,,,,,
1120,3328,,,,,,,,,,,,
1121,953,10.2,0.34,0.48,2.1,0.052000000000000005,5.0,9.0,0.9945799999999999,3.2,0.69,12.1,7.0
1122,799,9.4,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,6.0
1123,793,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5.0
1124,2319,,,,,,,,,,,,
1125,1662,,,,,,,,,,,,
1126,1030,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.9948799999999999,3.42,0.55,11.5,7.0
1127,2342,,,,,,,,,,,,
1128,1651,,,,,,,,,,,,
1129,2317,,,,,,,,,,,,
1130,2606,,,,,,,,,,,,
1131,3070,,,,,,,,,,,,
1132,2661,,,,,,,,,,,,
1133,4862,,,,,,,,,,,,
1134,3358,,,,,,,,,,,,
1135,1135,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6.0
1136,4556,,,,,,,,,,,,
1137,3434,,,,,,,,,,,,
1138,199,6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4.0
1139,1977,,,,,,,,,,,,
1140,500,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6.0
1141,1920,,,,,,,,,,,,
1142,2372,,,,,,,,,,,,
1143,1120,7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8.0
1144,3285,,,,,,,,,,,,
1145,2532,,,,,,,,,,,,
1146,3772,,,,,,,,,,,,
1147,1328,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5.0
1148,2415,,,,,,,,,,,,
1149,762,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.9970100000000001,3.31,0.53,10.0,6.0
1150,514,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7.0
1151,1163,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5.0
1152,452,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6.0
1153,1614,,,,,,,,,,,,
1154,261,7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4.0
1155,3520,,,,,,,,,,,,
1156,4417,,,,,,,,,,,,
1157,4760,,,,,,,,,,,,
1158,1659,,,,,,,,,,,,
1159,1790,,,,,,,,,,,,
1160,3091,,,,,,,,,,,,
1161,123,8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,5.0
1162,263,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5.0
1163,1103,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.9938799999999999,3.35,0.63,12.0,6.0
1164,928,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5.0
1165,3305,,,,,,,,,,,,
1166,4324,,,,,,,,,,,,
1167,185,8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5.0
1168,4358,,,,,,,,,,,,
1169,171,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6.0
1170,864,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5.0
1171,2790,,,,,,,,,,,,
1172,678,8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5.0
1173,3845,,,,,,,,,,,,
1174,1091,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6.0
1175,4830,,,,,,,,,,,,
1176,4170,,,,,,,,,,,,
1177,700,10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6.0
1178,16,8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7.0
1179,2972,,,,,,,,,,,,
1180,1648,,,,,,,,,,,,
1181,2212,,,,,,,,,,,,
1182,3681,,,,,,,,,,,,
1183,2123,,,,,,,,,,,,
1184,3892,,,,,,,,,,,,
1185,4320,,,,,,,,,,,,
1186,4239,,,,,,,,,,,,
1187,3754,,,,,,,,,,,,
1188,3459,,,,,,,,,,,,
1189,1706,,,,,,,,,,,,
1190,4598,,,,,,,,,,,,
1191,1500,7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5.0
1192,2566,,,,,,,,,,,,
1193,3531,,,,,,,,,,,,
1194,904,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.0
1195,782,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.9981399999999999,3.36,0.53,10.0,5.0
1196,2010,,,,,,,,,,,,
1197,134,7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6.0
1198,1866,,,,,,,,,,,,
1199,3931,,,,,,,,,,,,
1200,2704,,,,,,,,,,,,
1201,4855,,,,,,,,,,,,
1202,530,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.9990000000000001,3.41,0.87,10.3,6.0
1203,856,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.9965200000000001,3.47,0.73,10.9,6.0
1204,644,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5.0
1205,690,7.4,1.185,0.0,4.25,0.09699999999999999,5.0,14.0,0.9966,3.63,0.54,10.7,3.0
1206,1878,,,,,,,,,,,,
1207,3451,,,,,,,,,,,,
1208,4279,,,,,,,,,,,,
1209,2688,,,,,,,,,,,,
1210,4148,,,,,,,,,,,,
1211,206,12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7.0
1212,2048,,,,,,,,,,,,
1213,2005,,,,,,,,,,,,
1214,3857,,,,,,,,,,,,
1215,3037,,,,,,,,,,,,
1216,4107,,,,,,,,,,,,
1217,90,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5.0
1218,4120,,,,,,,,,,,,
1219,4545,,,,,,,,,,,,
1220,570,11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6.0
1221,2940,,,,,,,,,,,,
1222,3591,,,,,,,,,,,,
1223,2672,,,,,,,,,,,,
1224,2166,,,,,,,,,,,,
1225,2969,,,,,,,,,,,,
1226,704,9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4.0
1227,4616,,,,,,,,,,,,
1228,3268,,,,,,,,,,,,
1229,2494,,,,,,,,,,,,
1230,4801,,,,,,,,,,,,
1231,1900,,,,,,,,,,,,
1232,3670,,,,,,,,,,,,
1233,4888,,,,,,,,,,,,
1234,2640,,,,,,,,,,,,
1235,3960,,,,,,,,,,,,
1236,2556,,,,,,,,,,,,
1237,209,11.0,0.3,0.58,2.1,0.054000000000000006,7.0,19.0,0.998,3.31,0.88,10.5,7.0
1238,2451,,,,,,,,,,,,
1239,2487,,,,,,,,,,,,
1240,91,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6.0
1241,534,10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6.0
1242,1416,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5.0
1243,1205,7.2,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,0.99534,3.4,0.85,11.0,7.0
1244,2783,,,,,,,,,,,,
1245,3213,,,,,,,,,,,,
1246,3254,,,,,,,,,,,,
1247,2146,,,,,,,,,,,,
1248,351,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6.0
1249,198,5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7.0
1250,3127,,,,,,,,,,,,
1251,3115,,,,,,,,,,,,
1252,2265,,,,,,,,,,,,
1253,2221,,,,,,,,,,,,
1254,2121,,,,,,,,,,,,
1255,3517,,,,,,,,,,,,
1256,4847,,,,,,,,,,,,
1257,3709,,,,,,,,,,,,
1258,2517,,,,,,,,,,,,
1259,2552,,,,,,,,,,,,
1260,1756,,,,,,,,,,,,
1261,3612,,,,,,,,,,,,
1262,876,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.9951700000000001,3.4,0.58,10.9,4.0
1263,3026,,,,,,,,,,,,
1264,2856,,,,,,,,,,,,
1265,445,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6.0
1266,3252,,,,,,,,,,,,
1267,2530,,,,,,,,,,,,
1268,835,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5.0
1269,1779,,,,,,,,,,,,
1270,5,7.4,0.66,0.0,1.8,0.075,13.0,40.0,0.9978,3.51,0.56,9.4,5.0
1271,3217,,,,,,,,,,,,
1272,3054,,,,,,,,,,,,
1273,348,9.6,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,10.0,6.0
1274,516,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6.0
1275,1093,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7.0
1276,845,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,5.0
1277,4523,,,,,,,,,,,,
1278,893,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.9974299999999999,3.53,0.57,9.7,5.0
1279,4013,,,,,,,,,,,,
1280,92,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98,9.8,5.0
1281,2112,,,,,,,,,,,,
1282,634,7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,5.0
1283,4469,,,,,,,,,,,,
1284,1987,,,,,,,,,,,,
1285,3039,,,,,,,,,,,,
1286,3325,,,,,,,,,,,,
1287,3003,,,,,,,,,,,,
1288,52,6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6.0
1289,1406,8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6.0
1290,2100,,,,,,,,,,,,
1291,3598,,,,,,,,,,,,
1292,2858,,,,,,,,,,,,
1293,3097,,,,,,,,,,,,
1294,3727,,,,,,,,,,,,
1295,1102,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.9940200000000001,3.45,0.54,11.2,6.0
1296,4748,,,,,,,,,,,,
1297,442,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7.0
1298,3234,,,,,,,,,,,,
1299,173,7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6.0
1300,783,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.9973200000000001,3.66,0.65,9.8,5.0
1301,4051,,,,,,,,,,,,
1302,3466,,,,,,,,,,,,
1303,1098,8.0,0.31,0.45,2.1,0.21600000000000003,5.0,16.0,0.9935799999999999,3.15,0.81,12.5,7.0
1304,1343,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.9953799999999999,3.36,0.54,10.5,6.0
1305,774,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.9972700000000001,3.31,0.91,9.5,6.0
1306,3109,,,,,,,,,,,,
1307,4508,,,,,,,,,,,,
1308,2332,,,,,,,,,,,,
1309,1720,,,,,,,,,,,,
1310,2544,,,,,,,,,,,,
1311,4797,,,,,,,,,,,,
1312,2496,,,,,,,,,,,,
1313,4491,,,,,,,,,,,,
1314,3053,,,,,,,,,,,,
1315,2220,,,,,,,,,,,,
1316,2994,,,,,,,,,,,,
1317,2252,,,,,,,,,,,,
1318,3263,,,,,,,,,,,,
1319,3780,,,,,,,,,,,,
1320,4053,,,,,,,,,,,,
1321,2099,,,,,,,,,,,,
1322,594,7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5.0
1323,721,8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5.0
1324,1435,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6.0
1325,3456,,,,,,,,,,,,
1326,4690,,,,,,,,,,,,
1327,829,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.9937600000000001,3.56,0.77,11.1,6.0
1328,4346,,,,,,,,,,,,
1329,810,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.9956200000000001,3.3,0.47,10.5,5.0
1330,109,8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,5.0
1331,1,7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,3.2,0.68,9.8,5.0
1332,2264,,,,,,,,,,,,
1333,4340,,,,,,,,,,,,
1334,3644,,,,,,,,,,,,
1335,2285,,,,,,,,,,,,
1336,1332,8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.9958100000000001,3.09,0.43,9.7,6.0
1337,3752,,,,,,,,,,,,
1338,463,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5.0
1339,2527,,,,,,,,,,,,
1340,575,12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6.0
1341,4450,,,,,,,,,,,,
1342,1301,6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6.0
1343,2286,,,,,,,,,,,,
1344,1458,8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5.0
1345,3284,,,,,,,,,,,,
1346,4464,,,,,,,,,,,,
1347,1633,,,,,,,,,,,,
1348,2040,,,,,,,,,,,,
1349,2272,,,,,,,,,,,,
1350,2599,,,,,,,,,,,,
1351,3168,,,,,,,,,,,,
1352,141,8.3,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,0.9968,3.23,0.77,9.5,5.0
1353,964,8.5,0.47,0.27,1.9,0.057999999999999996,18.0,38.0,0.99518,3.16,0.85,11.1,6.0
1354,143,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5.0
1355,1889,,,,,,,,,,,,
1356,966,9.0,0.38,0.41,2.4,0.10300000000000001,6.0,10.0,0.9960399999999999,3.13,0.58,11.9,7.0
1357,3228,,,,,,,,,,,,
1358,3341,,,,,,,,,,,,
1359,359,12.6,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,1.001,3.17,0.68,9.8,6.0
1360,1618,,,,,,,,,,,,
1361,4755,,,,,,,,,,,,
1362,41,8.8,0.61,0.3,2.8,0.08800000000000001,17.0,46.0,0.9976,3.26,0.51,9.3,4.0
1363,1045,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.9943799999999999,3.32,0.58,11.4,6.0
1364,245,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6.0
1365,3547,,,,,,,,,,,,
1366,902,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7.0
1367,188,7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5.0
1368,1265,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6.0
1369,3646,,,,,,,,,,,,
1370,660,7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,9.6,6.0
1371,4468,,,,,,,,,,,,
1372,4835,,,,,,,,,,,,
1373,302,8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5.0
1374,3509,,,,,,,,,,,,
1375,3493,,,,,,,,,,,,
1376,457,9.2,0.63,0.21,2.7,0.09699999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5.0
1377,310,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6.0
1378,2662,,,,,,,,,,,,
1379,1888,,,,,,,,,,,,
1380,2614,,,,,,,,,,,,
1381,3264,,,,,,,,,,,,
1382,3274,,,,,,,,,,,,
1383,2945,,,,,,,,,,,,
1384,1449,7.2,0.38,0.31,2.0,0.055999999999999994,15.0,29.0,0.99472,3.23,0.76,11.3,8.0
1385,3398,,,,,,,,,,,,
1386,1760,,,,,,,,,,,,
1387,4574,,,,,,,,,,,,
1388,1567,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0
1389,4806,,,,,,,,,,,,
1390,1581,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.9940200000000001,3.54,0.6,11.3,5.0
1391,4011,,,,,,,,,,,,
1392,3506,,,,,,,,,,,,
